statement_id,account_id,render_month,transaction_pages,transaction_width,transaction_height,transaction_megapixels,fact_transactions,net_amount_thb,deposit_rows,withdrawal_rows,transfer_rows,fee_rows,min_balance_after_thb,max_balance_after_thb,bank,account_number,account_role,associated_branch_code,currency,opening_balance_thb,statement_cadence,fact_rows_per_transaction_page
BS-OPER-KKC-CTRL-2568-04,OPER-KKC-CTRL,2025-04,6,1240,1234,1.53016,82,8737800.0,82,0,0,0,135818393.0,144481693.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,13.666666666666666
BS-OPER-KKC-CTRL-2568-05,OPER-KKC-CTRL,2025-05,7,1240,1234,1.53016,100,8565400.0,100,0,0,0,144567693.0,153047093.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.285714285714286
BS-OPER-KKC-CTRL-2568-06,OPER-KKC-CTRL,2025-06,7,1240,1234,1.53016,104,9894700.0,104,0,0,0,153132693.0,162941793.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.857142857142858
BS-OPER-KKC-CTRL-2568-07,OPER-KKC-CTRL,2025-07,7,1240,1234,1.53016,110,9213755.0,110,0,0,0,163004493.0,172155548.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.714285714285714
BS-OPER-KKC-CTRL-2568-08,OPER-KKC-CTRL,2025-08,6,1240,1234,1.53016,94,9817800.0,94,0,0,0,172414948.0,181973348.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,15.666666666666666
BS-OPER-KKC-CTRL-2568-09,OPER-KKC-CTRL,2025-09,7,1240,1234,1.53016,104,10427300.0,104,0,0,0,182174248.0,192400648.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.857142857142858
BS-OPER-KKC-CTRL-2568-10,OPER-KKC-CTRL,2025-10,7,1240,1234,1.53016,96,9838200.0,96,0,0,0,192419548.0,202238848.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,13.714285714285714
BS-OPER-KKC-CTRL-2568-11,OPER-KKC-CTRL,2025-11,7,1240,1234,1.53016,102,8954668.0,102,0,0,0,202316048.0,211193516.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,14.571428571428571
BS-OPER-KKC-CTRL-2568-12,OPER-KKC-CTRL,2025-12,8,1240,1234,1.53016,111,10151600.0,111,0,0,0,211239816.0,221345116.0,SCB,107-2-10007-8,operating,KKC-CTRL,THB,1000000.0,monthly,13.875
BS-OPER-PTY-CTRL-2567-01,OPER-PTY-CTRL,2024-01,8,1240,1234,1.53016,116,14510000.0,116,0,0,0,1115600.0,15510000.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.5
BS-OPER-PTY-CTRL-2567-02,OPER-PTY-CTRL,2024-02,7,1240,1234,1.53016,109,11410900.0,109,0,0,0,15642100.0,26920900.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,15.571428571428571
BS-OPER-PTY-CTRL-2567-03,OPER-PTY-CTRL,2024-03,8,1240,1234,1.53016,115,14134900.0,115,0,0,0,27028200.0,41055800.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.375
BS-OPER-PTY-CTRL-2567-04,OPER-PTY-CTRL,2024-04,6,1240,1234,1.53016,93,11442000.0,93,0,0,0,41247600.0,52497800.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,15.5
BS-OPER-PTY-CTRL-2567-05,OPER-PTY-CTRL,2024-05,8,1240,1234,1.53016,111,13768500.0,111,0,0,0,52710700.0,66266300.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,13.875
BS-OPER-PTY-CTRL-2567-06,OPER-PTY-CTRL,2024-06,7,1240,1234,1.53016,109,12822500.0,109,0,0,0,66505100.0,79088800.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,15.571428571428571
BS-OPER-PTY-CTRL-2567-07,OPER-PTY-CTRL,2024-07,8,1240,1234,1.53016,111,14081600.0,111,0,0,0,79429300.0,93170400.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,13.875
BS-OPER-PTY-CTRL-2567-08,OPER-PTY-CTRL,2024-08,8,1240,1234,1.53016,117,16200000.0,117,0,0,0,93245000.0,109370400.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.625
BS-OPER-PTY-CTRL-2567-09,OPER-PTY-CTRL,2024-09,7,1240,1234,1.53016,110,13028700.0,110,0,0,0,109385100.0,122399100.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,15.714285714285714
BS-OPER-PTY-CTRL-2567-10,OPER-PTY-CTRL,2024-10,8,1240,1234,1.53016,115,12125000.0,115,0,0,0,122429000.0,134524100.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.375
BS-OPER-PTY-CTRL-2567-11,OPER-PTY-CTRL,2024-11,8,1240,1234,1.53016,115,13665652.0,115,0,0,0,134673500.0,148189752.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.375
BS-OPER-PTY-CTRL-2567-12,OPER-PTY-CTRL,2024-12,8,1240,1234,1.53016,113,15640765.0,113,0,0,0,148227552.0,163830517.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.125
BS-OPER-PTY-CTRL-2568-01,OPER-PTY-CTRL,2025-01,8,1240,1234,1.53016,114,12660500.0,114,0,0,0,163930617.0,176491017.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.25
BS-OPER-PTY-CTRL-2568-02,OPER-PTY-CTRL,2025-02,7,1240,1234,1.53016,101,11067600.0,101,0,0,0,176520917.0,187558617.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.428571428571429
BS-OPER-PTY-CTRL-2568-03,OPER-PTY-CTRL,2025-03,8,1240,1234,1.53016,114,13361100.0,114,0,0,0,187809217.0,200919717.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.25
BS-OPER-PTY-CTRL-2568-04,OPER-PTY-CTRL,2025-04,7,1240,1234,1.53016,95,12722000.0,95,0,0,0,201215917.0,213641717.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,13.571428571428571
BS-OPER-PTY-CTRL-2568-05,OPER-PTY-CTRL,2025-05,8,1240,1234,1.53016,119,15282100.0,119,0,0,0,213660617.0,228923817.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.875
BS-OPER-PTY-CTRL-2568-06,OPER-PTY-CTRL,2025-06,8,1240,1234,1.53016,116,13890200.0,116,0,0,0,228963017.0,242814017.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.5
BS-OPER-PTY-CTRL-2568-07,OPER-PTY-CTRL,2025-07,8,1240,1234,1.53016,111,13444690.0,111,0,0,0,242948417.0,256258707.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,13.875
BS-OPER-PTY-CTRL-2568-08,OPER-PTY-CTRL,2025-08,8,1240,1234,1.53016,113,14323800.0,113,0,0,0,256480107.0,270582507.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.125
BS-OPER-PTY-CTRL-2568-09,OPER-PTY-CTRL,2025-09,8,1240,1234,1.53016,115,12984900.0,115,0,0,0,270606307.0,283567407.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.375
BS-OPER-PTY-CTRL-2568-10,OPER-PTY-CTRL,2025-10,8,1240,1234,1.53016,112,14611000.0,112,0,0,0,283746907.0,298178407.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.0
BS-OPER-PTY-CTRL-2568-11,OPER-PTY-CTRL,2025-11,7,1240,1234,1.53016,108,13281246.0,108,0,0,0,298320107.0,311459653.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,15.428571428571429
BS-OPER-PTY-CTRL-2568-12,OPER-PTY-CTRL,2025-12,8,1240,1234,1.53016,119,14703030.0,119,0,0,0,311722053.0,326162683.0,BBL,108-3-10008-9,operating,PTY-CTRL,THB,1000000.0,monthly,14.875
BS-OPER-REMOTE-2567-01,OPER-REMOTE,2024-01,2,2968,2850,8.4588,87,13699200.0,87,0,0,0,1048100.0,14699200.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,43.5
BS-OPER-REMOTE-2567-02,OPER-REMOTE,2024-02,2,2968,2850,8.4588,79,12499700.0,79,0,0,0,14895300.0,27198900.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,39.5
BS-OPER-REMOTE-2567-03,OPER-REMOTE,2024-03,2,2968,2850,8.4588,88,14215900.0,88,0,0,0,27350200.0,41414800.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.0
BS-OPER-REMOTE-2567-04,OPER-REMOTE,2024-04,2,2968,2850,8.4588,85,14342100.0,85,0,0,0,41502800.0,55756900.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.5
BS-OPER-REMOTE-2567-05,OPER-REMOTE,2024-05,2,2968,2850,8.4588,89,13934400.0,89,0,0,0,55937500.0,69691300.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.5
BS-OPER-REMOTE-2567-06,OPER-REMOTE,2024-06,2,2968,2850,8.4588,85,14297000.0,85,0,0,0,69860300.0,83988300.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.5
BS-OPER-REMOTE-2567-07,OPER-REMOTE,2024-07,2,2968,2850,8.4588,89,12743600.0,89,0,0,0,84013200.0,96731900.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.5
BS-OPER-REMOTE-2567-08,OPER-REMOTE,2024-08,2,2968,2850,8.4588,88,13102500.0,88,0,0,0,96805000.0,109834400.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.0
BS-OPER-REMOTE-2567-09,OPER-REMOTE,2024-09,2,2968,2850,8.4588,88,13652300.0,88,0,0,0,109953900.0,123486700.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.0
BS-OPER-REMOTE-2567-10,OPER-REMOTE,2024-10,3,2968,2850,8.4588,91,14275400.0,91,0,0,0,123949300.0,137762100.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,30.333333333333332
BS-OPER-REMOTE-2567-11,OPER-REMOTE,2024-11,2,2968,2850,8.4588,85,14996152.0,85,0,0,0,137830900.0,152758252.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.5
BS-OPER-REMOTE-2567-12,OPER-REMOTE,2024-12,2,2968,2850,8.4588,87,14586710.0,87,0,0,0,152860252.0,167344962.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,43.5
BS-OPER-REMOTE-2568-01,OPER-REMOTE,2025-01,2,2968,2850,8.4588,89,14059800.0,89,0,0,0,167632962.0,181404762.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.5
BS-OPER-REMOTE-2568-02,OPER-REMOTE,2025-02,2,2968,2850,8.4588,71,12580500.0,71,0,0,0,181586262.0,193985262.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,35.5
BS-OPER-REMOTE-2568-03,OPER-REMOTE,2025-03,2,2968,2850,8.4588,85,14982100.0,85,0,0,0,194061162.0,208967362.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.5
BS-OPER-REMOTE-2568-04,OPER-REMOTE,2025-04,2,2968,2850,8.4588,88,13846900.0,88,0,0,0,209049062.0,222814262.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.0
BS-OPER-REMOTE-2568-05,OPER-REMOTE,2025-05,2,2968,2850,8.4588,88,14066500.0,88,0,0,0,222979362.0,236880762.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.0
BS-OPER-REMOTE-2568-06,OPER-REMOTE,2025-06,2,2968,2850,8.4588,85,15102100.0,85,0,0,0,236990362.0,251982862.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.5
BS-OPER-REMOTE-2568-07,OPER-REMOTE,2025-07,2,2968,2850,8.4588,89,150986075.0,89,0,0,0,252007762.0,402968937.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.5
BS-OPER-REMOTE-2568-08,OPER-REMOTE,2025-08,2,2968,2850,8.4588,88,14102200.0,88,0,0,0,403208637.0,417071137.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.0
BS-OPER-REMOTE-2568-09,OPER-REMOTE,2025-09,2,2968,2850,8.4588,84,13619400.0,84,0,0,0,417476237.0,430690537.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.0
BS-OPER-REMOTE-2568-10,OPER-REMOTE,2025-10,2,2968,2850,8.4588,89,14187200.0,89,0,0,0,430833037.0,444877737.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.5
BS-OPER-REMOTE-2568-11,OPER-REMOTE,2025-11,2,2968,2850,8.4588,85,13122456.0,85,0,0,0,445075937.0,458000193.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,42.5
BS-OPER-REMOTE-2568-12,OPER-REMOTE,2025-12,2,2968,2850,8.4588,89,14423760.0,89,0,0,0,458452493.0,472423953.0,KBank,109-1-10009-1,operating,REMOTE,THB,1000000.0,monthly,44.5
BS-OPER-UDN-CTRL-2567-01,OPER-UDN-CTRL,2024-01,6,1240,1234,1.53016,94,7195100.0,94,0,0,0,1105500.0,8195100.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.666666666666666
BS-OPER-UDN-CTRL-2567-02,OPER-UDN-CTRL,2024-02,6,1240,1234,1.53016,85,6373600.0,85,0,0,0,8206900.0,14568700.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.166666666666666
BS-OPER-UDN-CTRL-2567-03,OPER-UDN-CTRL,2024-03,6,1240,1234,1.53016,93,7510500.0,93,0,0,0,14615500.0,22079200.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.5
BS-OPER-UDN-CTRL-2567-04,OPER-UDN-CTRL,2024-04,6,1240,1234,1.53016,82,7088700.0,82,0,0,0,22099000.0,29167900.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.666666666666666
BS-OPER-UDN-CTRL-2567-05,OPER-UDN-CTRL,2024-05,7,1240,1234,1.53016,101,7204300.0,101,0,0,0,29197800.0,36372200.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.428571428571429
BS-OPER-UDN-CTRL-2567-06,OPER-UDN-CTRL,2024-06,6,1240,1234,1.53016,93,6960200.0,93,0,0,0,36492200.0,43332400.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.5
BS-OPER-UDN-CTRL-2567-07,OPER-UDN-CTRL,2024-07,7,1240,1234,1.53016,106,8202800.0,106,0,0,0,43350200.0,51535200.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.142857142857142
BS-OPER-UDN-CTRL-2567-08,OPER-UDN-CTRL,2024-08,6,1240,1234,1.53016,92,7337700.0,92,0,0,0,51625000.0,58872900.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.333333333333334
BS-OPER-UDN-CTRL-2567-09,OPER-UDN-CTRL,2024-09,7,1240,1234,1.53016,96,9174000.0,96,0,0,0,58951600.0,68046900.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.714285714285714
BS-OPER-UDN-CTRL-2567-10,OPER-UDN-CTRL,2024-10,7,1240,1234,1.53016,95,8039800.0,95,0,0,0,68325200.0,76086700.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.571428571428571
BS-OPER-UDN-CTRL-2567-11,OPER-UDN-CTRL,2024-11,7,1240,1234,1.53016,103,7663136.0,103,0,0,0,76116600.0,83749836.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.714285714285714
BS-OPER-UDN-CTRL-2567-12,OPER-UDN-CTRL,2024-12,7,1240,1234,1.53016,105,8026810.0,105,0,0,0,83810636.0,91776646.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.0
BS-OPER-UDN-CTRL-2568-01,OPER-UDN-CTRL,2025-01,6,1240,1234,1.53016,84,7264900.0,84,0,0,0,91870646.0,99041546.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.0
BS-OPER-UDN-CTRL-2568-02,OPER-UDN-CTRL,2025-02,6,1240,1234,1.53016,90,6535000.0,90,0,0,0,99060446.0,105576546.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,15.0
BS-OPER-UDN-CTRL-2568-03,OPER-UDN-CTRL,2025-03,7,1240,1234,1.53016,97,6334500.0,97,0,0,0,105585046.0,111911046.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.857142857142858
BS-OPER-UDN-CTRL-2568-04,OPER-UDN-CTRL,2025-04,6,1240,1234,1.53016,81,5709400.0,81,0,0,0,112016746.0,117620446.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.5
BS-OPER-UDN-CTRL-2568-05,OPER-UDN-CTRL,2025-05,7,1240,1234,1.53016,99,7512300.0,99,0,0,0,117672646.0,125132746.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.142857142857142
BS-OPER-UDN-CTRL-2568-06,OPER-UDN-CTRL,2025-06,7,1240,1234,1.53016,97,8431600.0,97,0,0,0,125191246.0,133564346.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.857142857142858
BS-OPER-UDN-CTRL-2568-07,OPER-UDN-CTRL,2025-07,7,1240,1234,1.53016,102,8047440.0,102,0,0,0,133773646.0,141611786.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.571428571428571
BS-OPER-UDN-CTRL-2568-08,OPER-UDN-CTRL,2025-08,7,1240,1234,1.53016,98,8382000.0,98,0,0,0,141630686.0,149993786.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.0
BS-OPER-UDN-CTRL-2568-09,OPER-UDN-CTRL,2025-09,7,1240,1234,1.53016,96,7892400.0,96,0,0,0,150051386.0,157886186.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.714285714285714
BS-OPER-UDN-CTRL-2568-10,OPER-UDN-CTRL,2025-10,7,1240,1234,1.53016,95,8333900.0,95,0,0,0,157970686.0,166220086.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,13.571428571428571
BS-OPER-UDN-CTRL-2568-11,OPER-UDN-CTRL,2025-11,6,1240,1234,1.53016,86,6750108.0,86,0,0,0,166293686.0,172970194.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.333333333333334
BS-OPER-UDN-CTRL-2568-12,OPER-UDN-CTRL,2025-12,7,1240,1234,1.53016,101,8625930.0,101,0,0,0,173148394.0,181596124.0,SCB,110-2-10010-2,operating,UDN-CTRL,THB,1000000.0,monthly,14.428571428571429
BS-SCB-OPER-2567-01,SCB-OPER,2024-01,1,1240,1234,1.53016,1,300000.0,0,0,1,0,5300000.0,5300000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-02,SCB-OPER,2024-02,1,1240,1234,1.53016,1,300000.0,0,0,1,0,5600000.0,5600000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-03,SCB-OPER,2024-03,1,1240,1234,1.53016,1,300000.0,0,0,1,0,5900000.0,5900000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-04,SCB-OPER,2024-04,1,1240,1234,1.53016,1,300000.0,0,0,1,0,6200000.0,6200000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-05,SCB-OPER,2024-05,1,1240,1234,1.53016,1,300000.0,0,0,1,0,6500000.0,6500000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-06,SCB-OPER,2024-06,1,1240,1234,1.53016,1,300000.0,0,0,1,0,6800000.0,6800000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-07,SCB-OPER,2024-07,1,1240,1234,1.53016,1,300000.0,0,0,1,0,7100000.0,7100000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-08,SCB-OPER,2024-08,1,1240,1234,1.53016,1,300000.0,0,0,1,0,7400000.0,7400000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-09,SCB-OPER,2024-09,1,1240,1234,1.53016,1,300000.0,0,0,1,0,7700000.0,7700000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-10,SCB-OPER,2024-10,1,1240,1234,1.53016,1,300000.0,0,0,1,0,8000000.0,8000000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-11,SCB-OPER,2024-11,1,1240,1234,1.53016,1,300000.0,0,0,1,0,8300000.0,8300000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2567-12,SCB-OPER,2024-12,1,1240,1234,1.53016,1,300000.0,0,0,1,0,8600000.0,8600000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-01,SCB-OPER,2025-01,1,1240,1234,1.53016,1,300000.0,0,0,1,0,8900000.0,8900000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-02,SCB-OPER,2025-02,1,1240,1234,1.53016,1,300000.0,0,0,1,0,9200000.0,9200000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-03,SCB-OPER,2025-03,1,1240,1234,1.53016,1,300000.0,0,0,1,0,9500000.0,9500000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-04,SCB-OPER,2025-04,1,1240,1234,1.53016,1,300000.0,0,0,1,0,9800000.0,9800000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-05,SCB-OPER,2025-05,1,1240,1234,1.53016,1,300000.0,0,0,1,0,10100000.0,10100000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-06,SCB-OPER,2025-06,1,1240,1234,1.53016,1,300000.0,0,0,1,0,10400000.0,10400000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-07,SCB-OPER,2025-07,1,1240,1234,1.53016,1,300000.0,0,0,1,0,10700000.0,10700000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-08,SCB-OPER,2025-08,1,1240,1234,1.53016,1,300000.0,0,0,1,0,11000000.0,11000000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-09,SCB-OPER,2025-09,1,1240,1234,1.53016,1,300000.0,0,0,1,0,11300000.0,11300000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-10,SCB-OPER,2025-10,1,1240,1234,1.53016,1,300000.0,0,0,1,0,11600000.0,11600000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-11,SCB-OPER,2025-11,1,1240,1234,1.53016,1,300000.0,0,0,1,0,11900000.0,11900000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
BS-SCB-OPER-2568-12,SCB-OPER,2025-12,1,1240,1234,1.53016,1,300000.0,0,0,1,0,12200000.0,12200000.0,SCB,002-1-00001-2,operating,,THB,5000000.0,monthly,1.0
