id,labels
test005_00693,N
test005_00694,N
test005_00695,N
test005_00696,N
test005_00697,N
test005_00698,N
test005_00699,N
test005_00700,N
test006_00000,W
test006_00001,W
test006_00002,W
test006_00003,W
test006_00004,W
test006_00005,W
test006_00006,W
test006_00007,W
test006_00008,W
test006_00009,W
test006_00010,W
test006_00011,W
test006_00012,W
test006_00013,W
test006_00014,W
test006_00015,W
test006_00016,W
test006_00017,W
test006_00018,W
test006_00019,W
test006_00020,W
test006_00021,W
test006_00022,W
test006_00023,W
test006_00024,W
test006_00025,N
test006_00026,N
test006_00027,N
test006_00028,N
test006_00029,W
test006_00030,W
test006_00031,N
test006_00032,N
test006_00033,N
test006_00034,N
test006_00035,N
test006_00036,N
test006_00037,N
test006_00038,N
test006_00039,W
test006_00040,N
test006_00041,W
test006_00042,N
test006_00043,N
test006_00044,N
test006_00045,N
test006_00046,W
test006_00047,N
test006_00048,N
test006_00049,N
test006_00050,N
test006_00051,N
test006_00052,N
test006_00053,N
test006_00054,N
test006_00055,N
test006_00056,N
test006_00057,N
test006_00058,W
test006_00059,W
test006_00060,N
test006_00061,N
test006_00062,W
test006_00063,N
test006_00064,N
test006_00065,N
test006_00066,N
test006_00067,W
test006_00068,N
test006_00069,N
test006_00070,N
test006_00071,N
test006_00072,N
test006_00073,N
test006_00074,N
test006_00075,N
test006_00076,N
test006_00077,N
test006_00078,N
test006_00079,N
test006_00080,N
test006_00081,N
test006_00082,N
test006_00083,N
test006_00084,N
test006_00085,N
test006_00086,N
test006_00087,N
test006_00088,N
test006_00089,N
test006_00090,N
test006_00091,N
test006_00092,N
test006_00093,N
test006_00094,N
test006_00095,N
test006_00096,N
test006_00097,W
test006_00098,N
test006_00099,N
test006_00100,N
test006_00101,N
test006_00102,N
test006_00103,N
test006_00104,N
test006_00105,N
test006_00106,N
test006_00107,N
test006_00108,N
test006_00109,N
test006_00110,N
test006_00111,N
test006_00112,N
test006_00113,N
test006_00114,N
test006_00115,N
test006_00116,N
test006_00117,N
test006_00118,N
test006_00119,W
test006_00120,N
test006_00121,N
test006_00122,N
test006_00123,N
test006_00124,N
test006_00125,N
test006_00126,N
test006_00127,N
test006_00128,N
test006_00129,N
test006_00130,N
test006_00131,N
test006_00132,N
test006_00133,N
test006_00134,N
test006_00135,N
test006_00136,N
test006_00137,N
test006_00138,N
test006_00139,N
test006_00140,N
test006_00141,N
test006_00142,N
test006_00143,N
test006_00144,N
test006_00145,N
test006_00146,N
test006_00147,N
test006_00148,N
test006_00149,N
test006_00150,N
test006_00151,N
test006_00152,N
test006_00153,N
test006_00154,N
test006_00155,N
test006_00156,N
test006_00157,N
test006_00158,N
test006_00159,N
test006_00160,N
test006_00161,N
test006_00162,N
test006_00163,N
test006_00164,N
test006_00165,N
test006_00166,N
test006_00167,N
test006_00168,N
test006_00169,N
test006_00170,N
test006_00171,N
test006_00172,N
test006_00173,N
test006_00174,N
test006_00175,N
test006_00176,N
test006_00177,N
test006_00178,N
test006_00179,N
test006_00180,N
test006_00181,N
test006_00182,N
test006_00183,N
test006_00184,N
test006_00185,N
test006_00186,N
test006_00187,N
test006_00188,N
test006_00189,N
test006_00190,N
test006_00191,N
test006_00192,N
test006_00193,N
test006_00194,N
test006_00195,N
test006_00196,N
test006_00197,N
test006_00198,N
test006_00199,N
test006_00200,N
test006_00201,N
test006_00202,N
test006_00203,N
test006_00204,N
test006_00205,N
test006_00206,N
test006_00207,N
test006_00208,N
test006_00209,N
test006_00210,N
test006_00211,N
test006_00212,N
test006_00213,N
test006_00214,N
test006_00215,N
test006_00216,N
test006_00217,N
test006_00218,N
test006_00219,N
test006_00220,N
test006_00221,N
test006_00222,N
test006_00223,N
test006_00224,N
test006_00225,N
test006_00226,N
test006_00227,N
test006_00228,N
test006_00229,N
test006_00230,N
test006_00231,W
test006_00232,N
test006_00233,N
test006_00234,N
test006_00235,N
test006_00236,N
test006_00237,N
test006_00238,N
test006_00239,N
test006_00240,N
test006_00241,N
test006_00242,N
test006_00243,N
test006_00244,N
test006_00245,N
test006_00246,N
test006_00247,N
test006_00248,N
test006_00249,N
test006_00250,N
test006_00251,N
test006_00252,N
test006_00253,N
test006_00254,N
test006_00255,N
test006_00256,N
test006_00257,N
test006_00258,N
test006_00259,N
test006_00260,N
test006_00261,N
test006_00262,N
test006_00263,N
test006_00264,N
test006_00265,N
test006_00266,N
test006_00267,N
test006_00268,N
test006_00269,W
test006_00270,N
test006_00271,N
test006_00272,N
test006_00273,N
test006_00274,N
test006_00275,N
test006_00276,N
test006_00277,N
test006_00278,N
test006_00279,N
test006_00280,N
test006_00281,N
test006_00282,N
test006_00283,N
test006_00284,N
test006_00285,N
test006_00286,N
test006_00287,N
test006_00288,N
test006_00289,N
test006_00290,W
test006_00291,W
test006_00292,W
test006_00293,W
test006_00294,W
test006_00295,W
test006_00296,N
test006_00297,W
test006_00298,W
test006_00299,W
test006_00300,W
test006_00301,W
test006_00302,W
test006_00303,W
test006_00304,W
test006_00305,W
test006_00306,N
test006_00307,W
test006_00308,W
test006_00309,N
test006_00310,N
test006_00311,W
test006_00312,W
test006_00313,W
test006_00314,N
test006_00315,N
test006_00316,N
test006_00317,N
test006_00318,N
test006_00319,N
test006_00320,N
test006_00321,W
test006_00322,N
test006_00323,N
test006_00324,N
test006_00325,N
test006_00326,N
test006_00327,N
test006_00328,N
test006_00329,N
test006_00330,N
test006_00331,N
test006_00332,N
test006_00333,R
test006_00334,N
test006_00335,N
test006_00336,N
test006_00337,N
test006_00338,N
test006_00339,N
test006_00340,N
test006_00341,N
test006_00342,N
test006_00343,N
test006_00344,N
test006_00345,N
test006_00346,N
test006_00347,N
test006_00348,N
test006_00349,N
test006_00350,N
test006_00351,N
test006_00352,N
test006_00353,N
test006_00354,N
test006_00355,N
test006_00356,N
test006_00357,N
test006_00358,W
test006_00359,N
test006_00360,N
test006_00361,W
test006_00362,N
test006_00363,N
test006_00364,N
test006_00365,N
test006_00366,N
test006_00367,N
test006_00368,N
test006_00369,N
test006_00370,N
test006_00371,N
test006_00372,N
test006_00373,N
test006_00374,N
test006_00375,N
test006_00376,N
test006_00377,N
test006_00378,N
test006_00379,N
test006_00380,N
test006_00381,N
test006_00382,N
test006_00383,N
test006_00384,N
test006_00385,N
test006_00386,N
test006_00387,N
test006_00388,N
test006_00389,N
test006_00390,N
test006_00391,N
test006_00392,W
test006_00393,N
test006_00394,N
test006_00395,N
test006_00396,N
test006_00397,N
test006_00398,N
test006_00399,N
test006_00400,W
test006_00401,W
test006_00402,N
test006_00403,N
test006_00404,N
test006_00405,N
test006_00406,W
test006_00407,N
test006_00408,N
test006_00409,N
test006_00410,N
test006_00411,N
test006_00412,N
test006_00413,N
test006_00414,N
test006_00415,N
test006_00416,N
test006_00417,N
test006_00418,N
test006_00419,W
test006_00420,N
test006_00421,N
test006_00422,N
test006_00423,W
test006_00424,N
test006_00425,N
test006_00426,N
test006_00427,N
test006_00428,N
test006_00429,N
test006_00430,N
test006_00431,N
test006_00432,N
test006_00433,N
test006_00434,N
test006_00435,N
test006_00436,N
test006_00437,N
test006_00438,N
test006_00439,N
test006_00440,W
test006_00441,W
test006_00442,N
test006_00443,N
test006_00444,N
test006_00445,N
test006_00446,N
test006_00447,N
test006_00448,N
test006_00449,N
test006_00450,N
test006_00451,N
test006_00452,N
test006_00453,N
test006_00454,N
test006_00455,N
test006_00456,N
test006_00457,N
test006_00458,N
test006_00459,N
test006_00460,N
test006_00461,N
test006_00462,N
test006_00463,N
test006_00464,W
test006_00465,N
test006_00466,N
test006_00467,N
test006_00468,N
test006_00469,N
test006_00470,N
test006_00471,N
test006_00472,N
test006_00473,N
test006_00474,N
test006_00475,N
test006_00476,N
test006_00477,N
test006_00478,N
test006_00479,N
test006_00480,N
test006_00481,N
test006_00482,N
test006_00483,N
test006_00484,N
test006_00485,N
test006_00486,N
test006_00487,N
test006_00488,N
test006_00489,N
test006_00490,N
test006_00491,N
test006_00492,N
test006_00493,N
test006_00494,N
test006_00495,N
test006_00496,N
test006_00497,N
test006_00498,N
test006_00499,N
test006_00500,N
test006_00501,N
test006_00502,N
test006_00503,N
test006_00504,N
test006_00505,N
test006_00506,N
test006_00507,N
test006_00508,N
test006_00509,N
test006_00510,N
test006_00511,N
test006_00512,N
test006_00513,N
test006_00514,N
test006_00515,N
test006_00516,N
test006_00517,N
test006_00518,W
test006_00519,N
test006_00520,N
test006_00521,N
test006_00522,N
test006_00523,N
test006_00524,N
test006_00525,N
test006_00526,N
test006_00527,N
test006_00528,N
test006_00529,N
test006_00530,N
test006_00531,N
test006_00532,N
test006_00533,N
test006_00534,N
test006_00535,N
test006_00536,N
test006_00537,N
test006_00538,N
test006_00539,N
test006_00540,N
test006_00541,N
test006_00542,N
test006_00543,N
test006_00544,N
test006_00545,N
test006_00546,N
test006_00547,N
test006_00548,N
test006_00549,N
test006_00550,N
test006_00551,N
test006_00552,N
test006_00553,N
test006_00554,N
test006_00555,N
test006_00556,N
test006_00557,N
test006_00558,N
test006_00559,N
test006_00560,N
test006_00561,N
test006_00562,N
test006_00563,N
test006_00564,N
test006_00565,N
test006_00566,N
test006_00567,N
test006_00568,N
test006_00569,N
test006_00570,N
test006_00571,N
test006_00572,N
test006_00573,N
test006_00574,N
test006_00575,W
test006_00576,W
test006_00577,W
test006_00578,N
test006_00579,N
test006_00580,N
test006_00581,N
test006_00582,N
test006_00583,N
test006_00584,N
test006_00585,N
test006_00586,N
test006_00587,N
test006_00588,N
test006_00589,N
test006_00590,N
test006_00591,N
test006_00592,N
test006_00593,N
test006_00594,W
test006_00595,N
test006_00596,N
test006_00597,N
test006_00598,N
test006_00599,N
test006_00600,N
test006_00601,N
test006_00602,N
test006_00603,N
test006_00604,N
test006_00605,N
test006_00606,N
test006_00607,N
test006_00608,N
test006_00609,N
test006_00610,W
test006_00611,W
test006_00612,W
test006_00613,W
test006_00614,W
test006_00615,W
test006_00616,N
test006_00617,N
test006_00618,N
test006_00619,W
test006_00620,W
test006_00621,N
test006_00622,W
test006_00623,N
test006_00624,N
test006_00625,N
test006_00626,N
test006_00627,N
test006_00628,N
test006_00629,N
test006_00630,N
test006_00631,N
test006_00632,N
test006_00633,N
test006_00634,W
test006_00635,N
test006_00636,N
test006_00637,N
test006_00638,N
test006_00639,N
test006_00640,N
test006_00641,N
test006_00642,N
test006_00643,N
test006_00644,N
test006_00645,N
test006_00646,W
test006_00647,N
test006_00648,N
test006_00649,N
test006_00650,N
test006_00651,N
test006_00652,N
test006_00653,N
test006_00654,N
test006_00655,W
test006_00656,N
test006_00657,N
test006_00658,W
test006_00659,N
test006_00660,W
test006_00661,W
test006_00662,N
test006_00663,N
test006_00664,N
test006_00665,N
test006_00666,N
test006_00667,N
test006_00668,N
test006_00669,N
test006_00670,N
test006_00671,N
test006_00672,N
test006_00673,N
test006_00674,N
test006_00675,N
test006_00676,N
test006_00677,N
test006_00678,N
test006_00679,N
test006_00680,N
test006_00681,N
test006_00682,N
test006_00683,N
test006_00684,N
test006_00685,N
test006_00686,N
test006_00687,N
test006_00688,N
test006_00689,N
test006_00690,N
test006_00691,N
test006_00692,W
test006_00693,N
test006_00694,R
test006_00695,R
test006_00696,N
test006_00697,R
test006_00698,N
test006_00699,R
test006_00700,N
test007_00000,N
test007_00001,N
test007_00002,N
test007_00003,N
test007_00004,N
test007_00005,N
test007_00006,N
test007_00007,N
test007_00008,N
test007_00009,N
test007_00010,N
test007_00011,N
test007_00012,N
test007_00013,N
test007_00014,N
test007_00015,W
test007_00016,N
test007_00017,N
test007_00018,N
test007_00019,N
test007_00020,N
test007_00021,N
test007_00022,N
test007_00023,N
test007_00024,N
test007_00025,N
test007_00026,N
test007_00027,N
test007_00028,N
test007_00029,N
test007_00030,N
test007_00031,N
test007_00032,N
test007_00033,N
test007_00034,N
test007_00035,N
test007_00036,N
test007_00037,N
test007_00038,N
test007_00039,N
test007_00040,N
test007_00041,N
test007_00042,N
test007_00043,N
test007_00044,N
test007_00045,W
test007_00046,N
test007_00047,R
test007_00048,N
test007_00049,N
test007_00050,N
test007_00051,N
test007_00052,N
test007_00053,N
test007_00054,N
test007_00055,N
test007_00056,N
test007_00057,N
test007_00058,N
test007_00059,N
test007_00060,N
test007_00061,N
test007_00062,N
test007_00063,N
test007_00064,N
test007_00065,N
test007_00066,N
test007_00067,N
test007_00068,N
test007_00069,N
test007_00070,N
test007_00071,N
test007_00072,N
test007_00073,N
test007_00074,N
test007_00075,N
test007_00076,N
test007_00077,N
test007_00078,N
test007_00079,N
test007_00080,N
test007_00081,N
test007_00082,N
test007_00083,N
test007_00084,N
test007_00085,N
test007_00086,N
test007_00087,N
test007_00088,N
test007_00089,N
test007_00090,W
test007_00091,N
test007_00092,N
test007_00093,N
test007_00094,N
test007_00095,N
test007_00096,N
test007_00097,N
test007_00098,N
test007_00099,N
test007_00100,N
test007_00101,N
test007_00102,N
test007_00103,N
test007_00104,N
test007_00105,N
test007_00106,N
test007_00107,N
test007_00108,N
test007_00109,N
test007_00110,N
test007_00111,N
test007_00112,N
test007_00113,N
test007_00114,N
test007_00115,N
test007_00116,N
test007_00117,N
test007_00118,N
test007_00119,N
test007_00120,N
test007_00121,N
test007_00122,N
test007_00123,N
test007_00124,N
test007_00125,N
test007_00126,N
test007_00127,N
test007_00128,N
test007_00129,N
test007_00130,N
test007_00131,N
test007_00132,N
test007_00133,N
test007_00134,N
test007_00135,N
test007_00136,N
test007_00137,N
test007_00138,N
test007_00139,N
test007_00140,N
test007_00141,N
test007_00142,N
test007_00143,N
test007_00144,N
test007_00145,N
test007_00146,N
test007_00147,N
test007_00148,N
test007_00149,N
test007_00150,N
test007_00151,N
test007_00152,N
test007_00153,N
test007_00154,N
test007_00155,N
test007_00156,N
test007_00157,N
test007_00158,N
test007_00159,N
test007_00160,N
test007_00161,N
test007_00162,N
test007_00163,N
test007_00164,N
test007_00165,N
test007_00166,N
test007_00167,N
test007_00168,N
test007_00169,N
test007_00170,N
test007_00171,N
test007_00172,N
test007_00173,N
test007_00174,N
test007_00175,N
test007_00176,N
test007_00177,N
test007_00178,N
test007_00179,N
test007_00180,N
test007_00181,N
test007_00182,N
test007_00183,N
test007_00184,N
test007_00185,N
test007_00186,N
test007_00187,N
test007_00188,N
test007_00189,N
test007_00190,N
test007_00191,N
test007_00192,N
test007_00193,N
test007_00194,N
test007_00195,N
test007_00196,N
test007_00197,N
test007_00198,N
test007_00199,N
test007_00200,N
test007_00201,N
test007_00202,N
test007_00203,N
test007_00204,N
test007_00205,N
test007_00206,N
test007_00207,N
test007_00208,N
test007_00209,N
test007_00210,N
test007_00211,N
test007_00212,N
test007_00213,N
test007_00214,N
test007_00215,N
test007_00216,N
test007_00217,N
test007_00218,N
test007_00219,N
test007_00220,N
test007_00221,N
test007_00222,N
test007_00223,N
test007_00224,N
test007_00225,N
test007_00226,N
test007_00227,N
test007_00228,N
test007_00229,N
test007_00230,N
test007_00231,N
test007_00232,N
test007_00233,N
test007_00234,N
test007_00235,N
test007_00236,N
test007_00237,N
test007_00238,N
test007_00239,N
test007_00240,N
test007_00241,N
test007_00242,N
test007_00243,N
test007_00244,N
test007_00245,N
test007_00246,N
test007_00247,N
test007_00248,N
test007_00249,N
test007_00250,N
test007_00251,N
test007_00252,N
test007_00253,N
test007_00254,N
test007_00255,N
test007_00256,N
test007_00257,N
test007_00258,N
test007_00259,N
test007_00260,N
test007_00261,N
test007_00262,N
test007_00263,N
test007_00264,N
test007_00265,N
test007_00266,N
test007_00267,N
test007_00268,N
test007_00269,N
test007_00270,N
test007_00271,N
test007_00272,N
test007_00273,N
test007_00274,N
test007_00275,N
test007_00276,N
test007_00277,N
test007_00278,N
test007_00279,N
test007_00280,N
test007_00281,N
test007_00282,N
test007_00283,N
test007_00284,N
test007_00285,N
test007_00286,N
test007_00287,N
test007_00288,N
test007_00289,N
test007_00290,N
test007_00291,N
test007_00292,N
test007_00293,N
test007_00294,N
test007_00295,N
test007_00296,N
test007_00297,N
test007_00298,N
test007_00299,N
test007_00300,N
test007_00301,N
test007_00302,N
test007_00303,N
test007_00304,N
test007_00305,N
test007_00306,N
test007_00307,N
test007_00308,N
test007_00309,N
test007_00310,N
test007_00311,N
test007_00312,N
test007_00313,N
test007_00314,N
test007_00315,N
test007_00316,N
test007_00317,N
test007_00318,N
test007_00319,N
test007_00320,N
test007_00321,N
test007_00322,N
test007_00323,N
test007_00324,N
test007_00325,N
test007_00326,N
test007_00327,N
test007_00328,N
test007_00329,N
test007_00330,N
test007_00331,N
test007_00332,N
test007_00333,N
test007_00334,N
test007_00335,N
test007_00336,N
test007_00337,N
test007_00338,N
test007_00339,N
test007_00340,N
test007_00341,N
test007_00342,N
test007_00343,N
test007_00344,N
test007_00345,N
test007_00346,N
test007_00347,N
test007_00348,N
test007_00349,N
test007_00350,N
test007_00351,N
test007_00352,N
test007_00353,N
test007_00354,N
test007_00355,N
test007_00356,N
test007_00357,N
test007_00358,N
test007_00359,N
test007_00360,N
test007_00361,N
test007_00362,N
test007_00363,N
test007_00364,N
test007_00365,N
test007_00366,N
test007_00367,N
test007_00368,N
test007_00369,N
test007_00370,N
test007_00371,N
test007_00372,N
test007_00373,N
test007_00374,N
test007_00375,N
test007_00376,R
test007_00377,N
test007_00378,N
test007_00379,N
test007_00380,N
test007_00381,W
test007_00382,W
test007_00383,N
test007_00384,N
test007_00385,N
test007_00386,W
test007_00387,W
test007_00388,N
test007_00389,N
test007_00390,N
test007_00391,N
test007_00392,W
test007_00393,N
test007_00394,N
test007_00395,W
test007_00396,N
test007_00397,N
test007_00398,N
test007_00399,N
test007_00400,N
test007_00401,N
test007_00402,N
test007_00403,N
test007_00404,N
test007_00405,N
test007_00406,N
test007_00407,N
test007_00408,N
test007_00409,N
test007_00410,N
test007_00411,N
test007_00412,N
test007_00413,N
test007_00414,N
test007_00415,N
test007_00416,N
test007_00417,N
test007_00418,N
test007_00419,N
test007_00420,N
test007_00421,N
test007_00422,N
test007_00423,N
test007_00424,N
test007_00425,N
test007_00426,N
test007_00427,N
test007_00428,N
test007_00429,N
test007_00430,N
test007_00431,N
test007_00432,N
test007_00433,N
test007_00434,N
test007_00435,N
test007_00436,N
test007_00437,N
test007_00438,N
test007_00439,N
test007_00440,N
test007_00441,N
test007_00442,N
test007_00443,N
test007_00444,N
test007_00445,N
test007_00446,N
test007_00447,N
test007_00448,N
test007_00449,N
test007_00450,N
test007_00451,W
test007_00452,W
test007_00453,N
test007_00454,N
test007_00455,N
test007_00456,N
test007_00457,N
test007_00458,W
test007_00459,W
test007_00460,W
test007_00461,W
test007_00462,W
test007_00463,W
test007_00464,W
test007_00465,W
test007_00466,W
test007_00467,W
test007_00468,W
test007_00469,W
test007_00470,N
test007_00471,N
test007_00472,W
test007_00473,W
test007_00474,W
test007_00475,W
test007_00476,N
test007_00477,N
test007_00478,N
test007_00479,N
test007_00480,N
test007_00481,N
test007_00482,N
test007_00483,N
test007_00484,N
test007_00485,N
test007_00486,N
test007_00487,N
test007_00488,N
test007_00489,N
test007_00490,N
test007_00491,N
test007_00492,N
test007_00493,W
test007_00494,N
test007_00495,N
test007_00496,N
test007_00497,N
test007_00498,N
test007_00499,N
test007_00500,N
test007_00501,N
test007_00502,N
test007_00503,N
test007_00504,N
test007_00505,N
test007_00506,N
test007_00507,N
test007_00508,N
test007_00509,N
test007_00510,N
test007_00511,N
test007_00512,N
test007_00513,N
test007_00514,N
test007_00515,N
test007_00516,N
test007_00517,N
test007_00518,N
test007_00519,N
test007_00520,N
test007_00521,N
test007_00522,N
test007_00523,N
test007_00524,N
test007_00525,N
test007_00526,W
test007_00527,N
test007_00528,N
test007_00529,N
test007_00530,N
test007_00531,N
test007_00532,N
test007_00533,N
test007_00534,N
test007_00535,N
test007_00536,N
test007_00537,N
test007_00538,W
test007_00539,N
test007_00540,N
test007_00541,N
test007_00542,N
test007_00543,N
test007_00544,N
test007_00545,W
test007_00546,W
test007_00547,W
test007_00548,R
test007_00549,R
test007_00550,N
test007_00551,R
test007_00552,N
test007_00553,N
test007_00554,N
test007_00555,N
test007_00556,N
test007_00557,N
test007_00558,N
test007_00559,W
test007_00560,N
test007_00561,N
test007_00562,W
test007_00563,W
test007_00564,W
test007_00565,N
test007_00566,W
test007_00567,N
test007_00568,N
test007_00569,N
test007_00570,N
test007_00571,N
test007_00572,N
test007_00573,N
test007_00574,N
test007_00575,N
test007_00576,N
test007_00577,N
test007_00578,R
test007_00579,N
test007_00580,R
test007_00581,R
test007_00582,N
test007_00583,N
test007_00584,N
test007_00585,N
test007_00586,R
test007_00587,R
test007_00588,R
test007_00589,R
test007_00590,R
test007_00591,R
test007_00592,R
test007_00593,R
test007_00594,R
test007_00595,R
test007_00596,R
test007_00597,R
test007_00598,R
test007_00599,R
test007_00600,R
test007_00601,R
test007_00602,R
test007_00603,R
test007_00604,R
test007_00605,R
test007_00606,R
test007_00607,R
test007_00608,N
test007_00609,N
test007_00610,R
test007_00611,R
test007_00612,N
test007_00613,R
test007_00614,N
test007_00615,N
test007_00616,R
test007_00617,N
test007_00618,N
test007_00619,R
test007_00620,R
test007_00621,N
test007_00622,N
test007_00623,R
test007_00624,N
test007_00625,N
test007_00626,N
test007_00627,N
test007_00628,N
test007_00629,N
test007_00630,R
test007_00631,N
test007_00632,N
test007_00633,R
test007_00634,R
test007_00635,N
test007_00636,N
test007_00637,N
test007_00638,N
test007_00639,N
test007_00640,N
test007_00641,N
test007_00642,N
test007_00643,N
test007_00644,N
test007_00645,N
test007_00646,N
test007_00647,N
test007_00648,N
test007_00649,R
test007_00650,R
test007_00651,R
test007_00652,R
test007_00653,R
test007_00654,R
test007_00655,R
test007_00656,R
test007_00657,R
test007_00658,R
test007_00659,R
test007_00660,R
test007_00661,R
test007_00662,R
test007_00663,R
test007_00664,R
test007_00665,R
test007_00666,R
test007_00667,N
test007_00668,N
test007_00669,N
test007_00670,N
test007_00671,N
test007_00672,N
test007_00673,N
test007_00674,N
test007_00675,N
test007_00676,N
test007_00677,N
test007_00678,R
test007_00679,N
test007_00680,R
test007_00681,R
test007_00682,N
test007_00683,N
test007_00684,N
test007_00685,N
test007_00686,N
test007_00687,R
test007_00688,R
test007_00689,R
test007_00690,R
test007_00691,R
test007_00692,R
test007_00693,N
test007_00694,N
test007_00695,R
test007_00696,N
test007_00697,N
test007_00698,N
test007_00699,N
test007_00700,N
test008_00000,W
test008_00001,W
test008_00002,W
test008_00003,W
test008_00004,W
test008_00005,W
test008_00006,N
test008_00007,N
test008_00008,W
test008_00009,W
test008_00010,W
test008_00011,N
test008_00012,N
test008_00013,N
test008_00014,N
test008_00015,N
test008_00016,N
test008_00017,N
test008_00018,N
test008_00019,N
test008_00020,N
test008_00021,N
test008_00022,N
test008_00023,N
test008_00024,W
test008_00025,W
test008_00026,W
test008_00027,N
test008_00028,N
test008_00029,N
test008_00030,N
test008_00031,N
test008_00032,N
test008_00033,N
test008_00034,N
test008_00035,N
test008_00036,W
test008_00037,N
test008_00038,N
test008_00039,N
test008_00040,N
test008_00041,N
test008_00042,N
test008_00043,W
test008_00044,N
test008_00045,N
test008_00046,N
test008_00047,N
test008_00048,W
test008_00049,N
test008_00050,N
test008_00051,W
test008_00052,N
test008_00053,W
test008_00054,W
test008_00055,N
test008_00056,W
test008_00057,N
test008_00058,N
test008_00059,N
test008_00060,N
test008_00061,N
test008_00062,N
test008_00063,N
test008_00064,N
test008_00065,N
test008_00066,N
test008_00067,N
test008_00068,N
test008_00069,N
test008_00070,N
test008_00071,N
test008_00072,N
test008_00073,N
test008_00074,N
test008_00075,N
test008_00076,N
test008_00077,W
test008_00078,N
test008_00079,N
test008_00080,N
test008_00081,N
test008_00082,N
test008_00083,N
test008_00084,N
test008_00085,N
test008_00086,N
test008_00087,N
test008_00088,W
test008_00089,N
test008_00090,N
test008_00091,N
test008_00092,N
test008_00093,N
test008_00094,N
test008_00095,N
test008_00096,N
test008_00097,N
test008_00098,N
test008_00099,N
test008_00100,N
test008_00101,N
test008_00102,N
test008_00103,N
test008_00104,W
test008_00105,N
test008_00106,N
test008_00107,N
test008_00108,W
test008_00109,N
test008_00110,N
test008_00111,N
test008_00112,N
test008_00113,N
test008_00114,N
test008_00115,N
test008_00116,N
test008_00117,N
test008_00118,N
test008_00119,N
test008_00120,N
test008_00121,N
test008_00122,W
test008_00123,W
test008_00124,N
test008_00125,N
test008_00126,W
test008_00127,N
test008_00128,N
test008_00129,N
test008_00130,W
test008_00131,N
test008_00132,N
test008_00133,N
test008_00134,N
test008_00135,N
test008_00136,N
test008_00137,N
test008_00138,N
test008_00139,N
test008_00140,N
test008_00141,N
test008_00142,N
test008_00143,N
test008_00144,W
test008_00145,W
test008_00146,W
test008_00147,W
test008_00148,N
test008_00149,N
test008_00150,N
test008_00151,N
test008_00152,N
test008_00153,N
test008_00154,N
test008_00155,W
test008_00156,W
test008_00157,N
test008_00158,N
test008_00159,N
test008_00160,N
test008_00161,N
test008_00162,N
test008_00163,N
test008_00164,N
test008_00165,N
test008_00166,N
test008_00167,N
test008_00168,N
test008_00169,N
test008_00170,N
test008_00171,W
test008_00172,N
test008_00173,N
test008_00174,N
test008_00175,N
test008_00176,N
test008_00177,N
test008_00178,N
test008_00179,N
test008_00180,N
test008_00181,N
test008_00182,N
test008_00183,N
test008_00184,N
test008_00185,N
test008_00186,N
test008_00187,N
test008_00188,N
test008_00189,N
test008_00190,N
test008_00191,N
test008_00192,N
test008_00193,N
test008_00194,N
test008_00195,N
test008_00196,N
test008_00197,N
test008_00198,N
test008_00199,W
test008_00200,N
test008_00201,N
test008_00202,N
test008_00203,N
test008_00204,N
test008_00205,N
test008_00206,N
test008_00207,N
test008_00208,W
test008_00209,N
test008_00210,N
test008_00211,N
test008_00212,N
test008_00213,R
test008_00214,R
test008_00215,N
test008_00216,R
test008_00217,N
test008_00218,N
test008_00219,N
test008_00220,W
test008_00221,N
test008_00222,N
test008_00223,W
test008_00224,N
test008_00225,N
test008_00226,N
test008_00227,N
test008_00228,W
test008_00229,N
test008_00230,N
test008_00231,N
test008_00232,N
test008_00233,N
test008_00234,N
test008_00235,N
test008_00236,N
test008_00237,N
test008_00238,N
test008_00239,N
test008_00240,N
test008_00241,N
test008_00242,N
test008_00243,N
test008_00244,N
test008_00245,N
test008_00246,N
test008_00247,N
test008_00248,N
test008_00249,W
test008_00250,N
test008_00251,N
test008_00252,N
test008_00253,W
test008_00254,N
test008_00255,N
test008_00256,N
test008_00257,N
test008_00258,N
test008_00259,N
test008_00260,N
test008_00261,N
test008_00262,N
test008_00263,N
test008_00264,N
test008_00265,N
test008_00266,N
test008_00267,N
test008_00268,N
test008_00269,N
test008_00270,N
test008_00271,N
test008_00272,W
test008_00273,N
test008_00274,N
test008_00275,N
test008_00276,N
test008_00277,N
test008_00278,N
test008_00279,N
test008_00280,W
test008_00281,N
test008_00282,W
test008_00283,N
test008_00284,W
test008_00285,N
test008_00286,N
test008_00287,N
test008_00288,N
test008_00289,N
test008_00290,N
test008_00291,N
test008_00292,N
test008_00293,N
test008_00294,N
test008_00295,N
test008_00296,N
test008_00297,N
test008_00298,N
test008_00299,N
test008_00300,N
test008_00301,N
test008_00302,W
test008_00303,W
test008_00304,N
test008_00305,N
test008_00306,N
test008_00307,N
test008_00308,N
test008_00309,N
test008_00310,N
test008_00311,N
test008_00312,N
test008_00313,N
test008_00314,N
test008_00315,N
test008_00316,N
test008_00317,N
test008_00318,N
test008_00319,N
test008_00320,N
test008_00321,N
test008_00322,N
test008_00323,N
test008_00324,N
test008_00325,N
test008_00326,N
test008_00327,N
test008_00328,N
test008_00329,N
test008_00330,N
test008_00331,N
test008_00332,N
test008_00333,N
test008_00334,N
test008_00335,N
test008_00336,N
test008_00337,N
test008_00338,N
